الرقم,اسم الشركة,الهاتف,الإيميل,الموقع,العنوان,القطاع,رقم الصفحة,تاريخ الاستخراج
138,Al Majd,00201016500502,agro.aq@Gmail.com,,El sadat city   						محافظة البحيرة,الصناعات الغذائية,14,2025-07-22T04:26:49.175121
139,الشركة المصرية الاسترالية للمقاولات الميكانيكية,,abdelrahman2030@gmail.com,,محافظة الاسكندرية,الأثاث,14,2025-07-22T04:26:49.175705
140,بلوم فود للصناعات الغذائية,01095239110,abdo_marhaba@hotmail.com,,890 الالف مصنع التجمع الثالث  						محافظة القاهرة,الصناعات الغذائية,14,2025-07-22T04:26:49.176295
141,alzuhour for Export & Supplies,01008345689,abdelrahman7assan@gmail.com,https://www.facebook.com/Alzuhour.For.Export.Supplies/,mamoura  						محافظة الاسكندرية,مواد البناء,15,2025-07-22T04:26:51.725828
142,imafruits,01099985339,info@imafruits.com,http://www.imafruits.com,13 mahrousa street awkaf city - el mohandseen  						محافظة الجيزة,الحاصلات الزراعية,15,2025-07-22T04:26:51.726423
143,Dream Ocean International Trading Co. Ltd,01007890011,info.dreamocean@gmail.com,,محافظة القاهرة,مواد البناء,15,2025-07-22T04:26:51.726982
144,Jana Fresh Company,01000019647,export@janafresh.com,http://www.janafresh.com,Hosh Esa، Behera، Egypt  						محافظة البحيرة,الحاصلات الزراعية,15,2025-07-22T04:26:51.727545
145,alsaadpaper,,abdelrahman@alsaadpaper.com,,محافظة الدقهلية,الأثاث,15,2025-07-22T04:26:51.728082
146,د. بيكر للصناعات الغذائية,,nsaber@drbaker.de,http://www.drbaker.com.eg/,دمياط - طريق راس البر  						محافظة دمياط,الصناعات الغذائية,15,2025-07-22T04:26:51.728649
147,ZMTS Egypt Zohdy Minerals &Trading Supplies we are manufacturer of Calcium Carbonate Powder، LimeStone Granules and LimeStone Powder Feed Grade، Silica Sand - Agriculture Gypsum & Dolomite,+201222125268,info@zohdytrading.com,http://www.zohdytrading.com,محافظة الجيزة,الصناعات الكيماوية والأسمدة,15,2025-07-22T04:26:51.729178
148,Waterstar,01000007129,chairman@waterstar.com.eg,http://www.waterstar.com.eg,قطعة رقم 15، الحي الخامس، مدينة بدر  						محافظة القاهرة,الصناعات الهندسية,15,2025-07-22T04:26:51.729740
149,Wefaq for trading,,wefaq.trading@outlook.com,,الكيلو 16 طريق مصر اسكندرية الزراعي  						محافظة القليوبية,الحاصلات الزراعية,15,2025-07-22T04:26:51.730265
150,وكالة عبده عمر للدعاية والاعلان,1000355526,sarasaso@gmail.com,,ابيس 2/7 – محرك بك  						محافظة الاسكندرية,الطباعة والتغليف والورق,15,2025-07-22T04:26:51.730799
151,بروتش للصدير و التوريدات,,protouchae@gmail.com,,محافظة الاسكندرية,الأثاث,16,2025-07-22T04:26:54.310501
152,Elseaidy For Import & Export,01090016879,a.elseaidy@gmail.com,,محافظة الاسكندرية,الحاصلات الزراعية,16,2025-07-22T04:26:54.311060
153,Bedy,,aelazonui@gmail.com,,محافظة الدقهلية,الأثاث,16,2025-07-22T04:26:54.311603
154,Alligator export trading co,00201100811011,Abdullahssheref@gmail.com, www.Alligatorexports.com,27th mohd Ali rabee St. Faisal / giza / egypt  						محافظة الجيزة,الحاصلات الزراعية,16,2025-07-22T04:26:54.312179
155,الربيع هربس,01019259558,alrabieherbs@gmail.com,https://alrabie-herbs-company-egy.business.site/,الفيوم / ابشواى / ابوجنشو / شارع الجلاء، مدينة ابشواى ا  						محافظة الفيوم,الحاصلات الزراعية,16,2025-07-22T04:26:54.312757
156,ELSHIEKH CO,0201122131624,Abdullahtarek2025@gmail.com,,10 Eissa Elkillany St. MIT oqba. Agouza. Giza   						محافظة الجيزة,الحاصلات الزراعية,16,2025-07-22T04:26:54.313291
157,شركة أوليفى للإنتاج والتصنيع الزراعي,055/255412231 - 055/255412232,abdulrahman.elshaarawy90@gmail.com,http://www.drolivee.com/,المنطقة الصناعية شرق A6 القطعة رقم 40 .41.42  						محافظة الشرقية,الصناعات الغذائية,16,2025-07-22T04:26:54.313833
158,ايورفيدا للتجارة والصناعة,01032110011,alzawe@gmail.com,http://www.ayurveda-egypt.com,١٠ عبدالعزيز عيسى مدينه  نصر  المنطقة التاسعه  						محافظة القاهرة,الصناعات الغذائية,16,2025-07-22T04:26:54.314908
159,الفيروز للزيتون,,abdulrhmangr52017@gmail.com,,محافظة المنوفية,الأثاث,16,2025-07-22T04:26:54.315614
160,EL-Mohandes company,,abdo1.hamdy2@outlook.com,,محافظة البحيرة,الأثاث,16,2025-07-22T04:26:54.316251
161,GREEN EGYPT FOR AGRICULTURAL INVESTMENT,01220001599,greenegypt.eg@gmail.com,,١٢٤ ا الحي السكني الاول - مدينة النوبارية الجديدة - البحيرة   						محافظة البحيرة,الحاصلات الزراعية,17,2025-07-22T04:26:56.875574
162,Peekadoo,,info@peekadoo.net,,محافظة القاهرة,الصناعات اليدوية,17,2025-07-22T04:26:56.877000
163,أبو رواش للتصدير,011 / 111 / 03 / 166 /,sales@aborawashexport.com ,http://www.aborawashexport.com,Smart Village Entrance،Manshaat Radwan، Embaba ، Giza، Egypt  						محافظة الجيزة,الحاصلات الزراعية,17,2025-07-22T04:26:56.878016
164,جزيرة الزهور للاستيراد والتصدير,,exportflowers20@gmail.com,,محافظة الجيزة,الأثاث,17,2025-07-22T04:26:56.878546
165,ديناتكس,0696 409 0115,rsyyoussef@gmail.com,,العاشر من رمضان - المنطقة B4   						محافظة الشرقية,الغزل والمنسوجات,17,2025-07-22T04:26:56.879088
166,أبو بكر جلاس للزجاج,3751770/064,abubakrglass@yahoo.com,https://www.facebook.com/abubakrglass.eg/,المنطقة الصناعية القطعة رقم (13) – القنطرة شرق  						محافظة الإسماعيلية,الصناعات الهندسية,17,2025-07-22T04:26:56.879610
167,ابو ظبي للتنمية الزراعية,/ +20 / 1229494773,Sarahfruits@yahoo.com,http://www.sarahfruits.net,59 Abu El –Fawars St.، 6th District Nasr City، Cairo، Egypt  						محافظة الشرقية,الصناعات الغذائية,17,2025-07-22T04:26:56.880152
168,Qatro co,,A.ihsan@qatroco.com,,قطعة 56، محور خدمي ثاني، المنطقة الصناعية الثالثة، مدينة 6 اكتوبر، الجيزة  						محافظة الجيزة,الصناعات الغذائية,17,2025-07-22T04:26:56.880678
169,bashayer,,bashayer99@yahoo.com,,محافظة الشرقية,الأثاث,17,2025-07-22T04:26:56.881239
170,الهدير لتجارة وتوزيع الموادالغذائية,,adelaly4@gmail.com,,محافظة الجيزة,الأثاث,17,2025-07-22T04:26:56.881887
171,الشريف للإستيراد و التصدير,01001200427,adelelsherif@elsheriftrade.com,http://www.elsheriftrade.com,Mostafa kamel st، besides DHL office، Almaram tower، ، Smouha، Alexandria، Egypt3  						محافظة الاسكندرية,الحاصلات الزراعية,18,2025-07-22T04:26:59.428961
172,Icona for import & export,01000279859,iconatrade.eg@gmail.com,,14 ش اسكان القوات المسلحة - المطرية  						محافظة القاهرة,الأثاث,18,2025-07-22T04:26:59.429530
173,HANTs for trading,00201112999241,Adel.hants@gmail.com,,Cairo-Egypt-elshikh Zayed  						محافظة الجيزة,الملابس الجاهزة,18,2025-07-22T04:26:59.430092
174,Madaco Import، Export and  Contracting,00201123277754  -  00201096140457,madakom5@gmail.com,http://www.madakoo.com,محافظة أسوان,الحاصلات الزراعية,18,2025-07-22T04:26:59.430690
175,شركة الأمين للجيلاتين,0238204235,adel.sadek@elaminforgelatin.com,https://elaminforgelatin.com/ar,المنطقة الصناعية الثالثة ، قطعة 40-42، مدينة السادس من أكتوبر ، الجيزة ، مصر  						محافظة الجيزة,الصناعات الغذائية,18,2025-07-22T04:26:59.432098
176,Free foods,,adelwaddah58@gmail.com,,محافظة الجيزة,الأثاث,18,2025-07-22T04:26:59.432795
177,Global Egypt industries for garments and textile,01144169639,Global.textileegypt@gmail.com,,3/31 المنطقه الصناعيه بزمام شركة مصر للغزل والنسج كفر الدوار  						محافظة الاسكندرية,الملابس الجاهزة,18,2025-07-22T04:26:59.433766
178,شركة النسور الذهبية للتجارة الخارجية ( استيراد وتصدير ),00966540812493,omar.monsif@yahoo.com,https://www.unitedgoldeneagl.com,المنصورة   مركز ميت غمر   						محافظة الدقهلية,الصناعات الهندسية,18,2025-07-22T04:26:59.434419
179,AlSaeed For Food Investments,22695899,sales@al-saeedgroup.com,http://www.al-saeedgroup.com,4 امتداد عبد الحميد بدوى شيراتون هليوبوليس  						محافظة القاهرة,الحاصلات الزراعية,18,2025-07-22T04:26:59.435052
180,اميانتيت مصر للفيبرجلاس - افيك,+(202)24160800,Ahmed.Lokma@Lokma.com.eg
;AbdelSalam.Elsharkawy@Ameron-lokma.com,http://www.afec-lokma.com,9 Menies St.El-Korba-Heliopolis  						محافظة القاهرة,الصناعات الكيماوية والأسمدة,18,2025-07-22T04:26:59.435674
181,green light,,afify15822@gmail.com,,محافظة المنوفية,الصناعات الهندسية,19,2025-07-22T04:27:02.001847
182,النباتات الأفريقية,,tahahwihi@gmail.com,,محافظة الفيوم,الحاصلات الزراعية,19,2025-07-22T04:27:02.002459
183,أجريكو للمخصبات الزراعية,3750096/064 - 35876912/02,agricoa@yahoo.com,https://www.feedsfloor.com/profile/agricointer,المنطقة الصناعية – القنطرة شرق  						محافظة الإسماعيلية,الصناعات الكيماوية والأسمدة,19,2025-07-22T04:27:02.003128
184,عبد الحميد عبد الحميد ابو العينين وشركاه - اجرو للتجارة الدولية,1222235822,abdelhamed@agro-egypt.com ,http://www.agro-egypt.com,68 EL-HORRIYA ST،  						محافظة الاسكندرية,الحاصلات الزراعية,19,2025-07-22T04:27:02.004011
185,اجرو سبايسس,,sales@agro-spice.com,https://agro-spice.com/,شارع البحر - ابوجنشوا ابشواي الفيوم - مصر  						محافظة الفيوم,الحاصلات الزراعية,19,2025-07-22T04:27:02.004908
186,أجروفود,+20 / 1001231814,amr@agrofood.org,http://www.agrofood.org,44 Lebanon street- El-Mohandseen- Giza، ، Second floor  						محافظة الجيزة,الصناعات الغذائية,19,2025-07-22T04:27:02.005557
187,Almostashar,01070680971,almstsharlltsdyrahdyabokhokh@gmail.com,,مدينه دمياط  						محافظة دمياط,الأثاث,19,2025-07-22T04:27:02.006180
188,الخماسيه لتصنيع وتطوير الكيماويات الصناعيه كيو-ماديك,01062996774,Q_madic@yahoo.com,http://Www.q-Madic.com,المنطقة الصناعيه الثانية - الاسماعيليه  						محافظة أسيوط,الصناعات الكيماوية والأسمدة,19,2025-07-22T04:27:02.006811
189,helwan plast,00201050332771,sales@helwanplast.com,http://www.helwanplast.com,قطعة 20 - المنطقة الصناعية الثانية - 15 مايو - حلوان - القاهرة - جمهورية مصر العربية  						محافظة القاهرة,الطباعة والتغليف والورق,19,2025-07-22T04:27:02.007369
190,MEDSTAR Group,Tel: 002 (055) 4498173,a.aboualazm@medstar-misr.com,http://www.medstar-misr.com,Zone A6 – Area No. 21 - 3rd Industrial District. Zip Code 44916 – 10th Of Ramadan، EGYPT  						محافظة الشرقية,الصناعات الكيماوية والأسمدة,19,2025-07-22T04:27:02.007990
191,شركة ألتراكير للصناعة المناديل المبللة,01118000456,ahmad@ultracare.it,http://www.ultracare.it,العاشر من رمضان   						محافظة الشرقية,الصناعات الطبية,20,2025-07-22T04:27:04.605360
192,AQUAVET FOR IMP & EXP.,01008004050,aquavet.egy@gmail.com,https://www/aquavetegypt.com,مدينة كفر الشيخ  						محافظة كفر الشيخ,الصناعات الطبية,20,2025-07-22T04:27:04.606136
193,شركة مدكور,047/2983908,Ahmadmadkor2015@yahoo.com,,محافظة كفر الشيخ,الأثاث,20,2025-07-22T04:27:04.606756
194,Egexo,0020120734401,info@egexo.com,http://www.egexo.com,محافظة البحيرة,الحاصلات الزراعية,20,2025-07-22T04:27:04.607312
195,TARGET,,doctorahmed355@yahoo.com,,محافظة أسيوط,الأثاث,20,2025-07-22T04:27:04.607860
